Case;Atividade;Inicio;Fim;Tempo(s);;
2795;Alimentacao de Maquina;18/04/2012 21:35:09;18/04/2012 21:35:19;10;;
2795;Parada de curta duracao;18/04/2012 21:35:19;18/04/2012 21:36:40;81;;
2796;Maquina trabalhando;18/04/2012 21:36:41;18/04/2012 21:37:24;43;;
2796;Retirada do Produto;18/04/2012 21:37:24;18/04/2012 21:37:24;0;;
2796;Alimentacao de Maquina;18/04/2012 21:37:24;18/04/2012 21:37:34;10;;
2796;Parada de curta duracao;18/04/2012 21:37:34;18/04/2012 21:37:41;7;;
2797;Maquina trabalhando;18/04/2012 21:37:41;18/04/2012 21:38:25;44;;
2797;Retirada do Produto;18/04/2012 21:38:25;18/04/2012 21:38:25;0;;
2797;Alimentacao de Maquina;18/04/2012 21:38:25;18/04/2012 21:38:35;10;;
2797;Parada de curta duracao;18/04/2012 21:38:35;18/04/2012 21:38:43;8;;
2798;Maquina trabalhando;18/04/2012 21:38:43;18/04/2012 21:39:27;44;;
2798;Retirada do Produto;18/04/2012 21:39:27;18/04/2012 21:39:27;0;;
2798;Alimentacao de Maquina;18/04/2012 21:39:27;18/04/2012 21:39:37;10;;
2798;Parada de curta duracao;18/04/2012 21:39:37;18/04/2012 21:40:34;57;;
2799;Maquina trabalhando;18/04/2012 21:40:34;18/04/2012 21:41:18;44;;
2799;Retirada do Produto;18/04/2012 21:41:18;18/04/2012 21:41:18;0;;
2799;Alimentacao de Maquina;18/04/2012 21:41:18;18/04/2012 21:41:28;10;;
2799;Parada de curta duracao;18/04/2012 21:41:28;18/04/2012 21:41:34;6;;
2800;Maquina trabalhando;18/04/2012 21:41:34;18/04/2012 21:42:17;43;;
2800;Retirada do Produto;18/04/2012 21:42:17;18/04/2012 21:42:17;0;;
2800;Alimentacao de Maquina;18/04/2012 21:42:17;18/04/2012 21:42:27;10;;
2800;Parada de curta duracao;18/04/2012 21:42:27;18/04/2012 21:42:39;12;;
2801;Maquina trabalhando;18/04/2012 21:42:39;18/04/2012 21:43:22;43;;
2801;Retirada do Produto;18/04/2012 21:43:22;18/04/2012 21:43:22;0;;
2801;Alimentacao de Maquina;18/04/2012 21:43:22;18/04/2012 21:43:32;10;;
2801;Parada de curta duracao;18/04/2012 21:43:32;18/04/2012 21:43:39;7;;
2802;Maquina trabalhando;18/04/2012 21:43:39;18/04/2012 21:44:23;44;;
2802;Retirada do Produto;18/04/2012 21:44:23;18/04/2012 21:44:23;0;;
2802;Alimentacao de Maquina;18/04/2012 21:44:23;18/04/2012 21:44:33;10;;
2802;Parada de curta duracao;18/04/2012 21:44:33;18/04/2012 21:44:40;7;;
2803;Maquina trabalhando;18/04/2012 21:44:40;18/04/2012 21:45:24;44;;
2803;Retirada do Produto;18/04/2012 21:45:24;18/04/2012 21:45:24;0;;
2803;Alimentacao de Maquina;18/04/2012 21:45:24;18/04/2012 21:45:34;10;;
2803;Parada de curta duracao;18/04/2012 21:45:34;18/04/2012 21:45:40;6;;
2804;Maquina trabalhando;18/04/2012 21:45:40;18/04/2012 21:46:24;44;;
2804;Retirada do Produto;18/04/2012 21:46:24;18/04/2012 21:46:24;0;;
2804;Alimentacao de Maquina;19/04/2012 13:22:18;19/04/2012 13:38:23;965;;
2804;Alimentacao de Maquina;19/04/2012 13:38:26;19/04/2012 13:38:30;4;;
2805;Maquina trabalhando;19/04/2012 13:38:30;19/04/2012 13:39:15;45;;
2805;Retirada do Produto;19/04/2012 13:39:15;19/04/2012 13:39:15;0;;
2805;Medicao;19/04/2012 13:39:15;19/04/2012 13:50:19;664;;
2805;Alimentacao de Maquina;19/04/2012 13:50:22;19/04/2012 13:50:32;10;;
2805;Parada de curta duracao;19/04/2012 13:50:32;19/04/2012 13:50:33;1;;
2806;Maquina trabalhando;19/04/2012 13:50:33;19/04/2012 13:51:17;44;;
2806;Retirada do Produto;19/04/2012 13:51:17;19/04/2012 13:51:17;0;;
2806;Alimentacao de Maquina;19/04/2012 13:51:17;19/04/2012 13:51:27;10;;
2806;Parada de curta duracao;19/04/2012 13:51:27;19/04/2012 13:51:36;9;;
2807;Maquina trabalhando;19/04/2012 13:51:36;19/04/2012 13:52:20;44;;
2807;Retirada do Produto;19/04/2012 13:52:20;19/04/2012 13:52:20;0;;
2807;Alimentacao de Maquina;19/04/2012 13:52:20;19/04/2012 13:52:30;10;;
2807;Parada de curta duracao;19/04/2012 13:52:30;19/04/2012 13:53:28;58;;
2808;Maquina trabalhando;19/04/2012 13:53:28;19/04/2012 13:54:12;44;;
2808;Retirada do Produto;19/04/2012 13:54:12;19/04/2012 13:54:12;0;;
2808;Alimentacao de Maquina;19/04/2012 13:54:12;19/04/2012 13:54:22;10;;
2808;Parada de curta duracao;19/04/2012 13:54:22;19/04/2012 13:54:30;8;;
2809;Maquina trabalhando;19/04/2012 13:54:30;19/04/2012 13:55:14;44;;
2809;Retirada do Produto;19/04/2012 13:55:14;19/04/2012 13:55:14;0;;
2809;Alimentacao de Maquina;19/04/2012 13:55:14;19/04/2012 13:55:24;10;;
2809;Parada de curta duracao;19/04/2012 13:55:24;19/04/2012 13:55:38;14;;
2810;Maquina trabalhando;19/04/2012 13:55:38;19/04/2012 13:56:22;44;;
2810;Retirada do Produto;19/04/2012 13:56:22;19/04/2012 13:56:22;0;;
2810;Alimentacao de Maquina;19/04/2012 13:56:22;19/04/2012 13:56:32;10;;
2810;Parada de curta duracao;19/04/2012 13:56:32;19/04/2012 13:57:15;43;;
2811;Maquina trabalhando;19/04/2012 13:57:15;19/04/2012 13:57:59;44;;
2811;Retirada do Produto;19/04/2012 13:57:59;19/04/2012 13:57:59;0;;
2811;Alimentacao de Maquina;19/04/2012 13:57:59;19/04/2012 13:58:09;10;;
2811;Parada de curta duracao;19/04/2012 13:58:09;19/04/2012 13:58:18;9;;
2812;Maquina trabalhando;19/04/2012 13:58:18;19/04/2012 13:59:02;44;;
2812;Retirada do Produto;19/04/2012 13:59:02;19/04/2012 13:59:02;0;;
2812;Alimentacao de Maquina;19/04/2012 13:59:02;19/04/2012 13:59:12;10;;
2812;Parada de curta duracao;19/04/2012 13:59:12;19/04/2012 13:59:16;4;;
2813;Maquina trabalhando;19/04/2012 13:59:16;19/04/2012 14:00:00;44;;
2813;Retirada do Produto;19/04/2012 14:00:00;19/04/2012 14:00:00;0;;
2813;Alimentacao de Maquina;19/04/2012 14:00:00;19/04/2012 14:00:10;10;;
2813;Parada de curta duracao;19/04/2012 14:00:10;19/04/2012 14:00:15;5;;
2814;Maquina trabalhando;19/04/2012 14:00:15;19/04/2012 14:00:59;44;;
2814;Retirada do Produto;19/04/2012 14:00:59;19/04/2012 14:00:59;0;;
2814;Alimentacao de Maquina;19/04/2012 14:00:59;19/04/2012 14:01:09;10;;
2814;Parada de curta duracao;19/04/2012 14:01:09;19/04/2012 14:01:15;6;;
2815;Maquina trabalhando;19/04/2012 14:01:16;19/04/2012 14:01:59;43;;
2815;Retirada do Produto;19/04/2012 14:01:59;19/04/2012 14:01:59;0;;
2815;Alimentacao de Maquina;19/04/2012 14:01:59;19/04/2012 14:02:09;10;;
2815;Parada de curta duracao;19/04/2012 14:02:09;19/04/2012 14:02:15;6;;
2816;Maquina trabalhando;19/04/2012 14:02:15;19/04/2012 14:02:59;44;;
2816;Retirada do Produto;19/04/2012 14:02:59;19/04/2012 14:02:59;0;;
2816;Alimentacao de Maquina;19/04/2012 14:02:59;19/04/2012 14:03:09;10;;
2816;Parada de curta duracao;19/04/2012 14:03:09;19/04/2012 14:03:18;9;;
2817;Maquina trabalhando;19/04/2012 14:03:18;19/04/2012 14:04:02;44;;
2817;Retirada do Produto;19/04/2012 14:04:02;19/04/2012 14:04:02;0;;
2817;Alimentacao de Maquina;19/04/2012 14:04:02;19/04/2012 14:04:12;10;;
2817;Parada de curta duracao;19/04/2012 14:04:12;19/04/2012 14:04:19;7;;
2818;Maquina trabalhando;19/04/2012 14:04:19;19/04/2012 14:05:03;44;;
2818;Retirada do Produto;19/04/2012 14:05:03;19/04/2012 14:05:03;0;;
2818;Alimentacao de Maquina;19/04/2012 14:05:03;19/04/2012 14:05:13;10;;
2818;Parada de curta duracao;19/04/2012 14:05:13;19/04/2012 14:05:40;27;;
2819;Maquina trabalhando;19/04/2012 14:05:40;19/04/2012 14:06:24;44;;
2819;Retirada do Produto;19/04/2012 14:06:24;19/04/2012 14:06:24;0;;
2819;Alimentacao de Maquina;19/04/2012 14:06:24;19/04/2012 14:06:34;10;;
2819;Parada de curta duracao;19/04/2012 14:06:34;19/04/2012 14:06:51;17;;
2820;Maquina trabalhando;19/04/2012 14:06:51;19/04/2012 14:07:35;44;;
2820;Retirada do Produto;19/04/2012 14:07:35;19/04/2012 14:07:35;0;;
2820;Alimentacao de Maquina;19/04/2012 14:07:35;19/04/2012 14:07:45;10;;
2820;Parada de curta duracao;19/04/2012 14:07:45;19/04/2012 14:07:55;10;;
2821;Maquina trabalhando;19/04/2012 14:07:56;19/04/2012 14:08:39;43;;
2821;Retirada do Produto;19/04/2012 14:08:39;19/04/2012 14:08:39;0;;
2821;Alimentacao de Maquina;19/04/2012 14:08:39;19/04/2012 14:08:49;10;;
2821;Parada de curta duracao;19/04/2012 14:08:49;19/04/2012 14:09:02;13;;
2822;Maquina trabalhando;19/04/2012 14:09:02;19/04/2012 14:09:46;44;;
2822;Retirada do Produto;19/04/2012 14:09:46;19/04/2012 14:09:46;0;;
2822;Alimentacao de Maquina;19/04/2012 14:09:46;19/04/2012 14:09:56;10;;
2822;Parada de curta duracao;19/04/2012 14:09:56;19/04/2012 14:10:05;9;;
2823;Maquina trabalhando;19/04/2012 14:10:05;19/04/2012 14:10:49;44;;
2823;Retirada do Produto;19/04/2012 14:10:49;19/04/2012 14:10:49;0;;
2823;Alimentacao de Maquina;19/04/2012 14:10:49;19/04/2012 14:10:59;10;;
2823;Parada de curta duracao;19/04/2012 14:10:59;19/04/2012 14:11:12;13;;
2824;Maquina trabalhando;19/04/2012 14:11:12;19/04/2012 14:11:56;44;;
2824;Retirada do Produto;19/04/2012 14:11:56;19/04/2012 14:11:56;0;;
2824;Alimentacao de Maquina;19/04/2012 14:11:56;19/04/2012 14:12:06;10;;
2824;Parada de curta duracao;19/04/2012 14:12:06;19/04/2012 14:12:30;24;;
2825;Maquina trabalhando;19/04/2012 14:12:30;19/04/2012 14:13:14;44;;
2825;Retirada do Produto;19/04/2012 14:13:14;19/04/2012 14:13:14;0;;
2825;Alimentacao de Maquina;19/04/2012 14:13:14;19/04/2012 14:13:24;10;;
2825;Parada de curta duracao;19/04/2012 14:13:24;19/04/2012 14:13:57;33;;
2826;Maquina trabalhando;19/04/2012 14:13:57;19/04/2012 14:14:40;43;;
2826;Retirada do Produto;19/04/2012 14:14:40;19/04/2012 14:14:40;0;;
2826;Alimentacao de Maquina;19/04/2012 14:14:40;19/04/2012 14:14:50;10;;
2826;Parada de curta duracao;19/04/2012 14:14:50;19/04/2012 14:15:06;16;;
2827;Maquina trabalhando;19/04/2012 14:15:07;19/04/2012 14:15:50;43;;
2827;Retirada do Produto;19/04/2012 14:15:50;19/04/2012 14:15:50;0;;
2827;Alimentacao de Maquina;19/04/2012 14:15:50;19/04/2012 14:16:00;10;;
2827;Parada de curta duracao;19/04/2012 14:16:00;19/04/2012 14:16:37;37;;
2828;Maquina trabalhando;19/04/2012 14:16:37;19/04/2012 14:17:21;44;;
2828;Retirada do Produto;19/04/2012 14:17:21;19/04/2012 14:17:21;0;;
2828;Alimentacao de Maquina;19/04/2012 14:17:21;19/04/2012 14:17:31;10;;
2828;Parada de curta duracao;19/04/2012 14:17:31;19/04/2012 14:17:53;22;;
2829;Maquina trabalhando;19/04/2012 14:17:53;19/04/2012 14:18:37;44;;
2829;Retirada do Produto;19/04/2012 14:18:37;19/04/2012 14:18:37;0;;
2829;Alimentacao de Maquina;19/04/2012 14:18:37;19/04/2012 14:18:47;10;;
2829;Parada de curta duracao;19/04/2012 14:18:47;19/04/2012 14:18:51;4;;
2830;Maquina trabalhando;19/04/2012 14:18:52;19/04/2012 14:19:35;43;;
2830;Retirada do Produto;19/04/2012 14:19:35;19/04/2012 14:19:35;0;;
2830;Alimentacao de Maquina;19/04/2012 14:19:35;19/04/2012 14:19:45;10;;
2830;Parada de curta duracao;19/04/2012 14:19:45;19/04/2012 14:19:58;13;;
2831;Maquina trabalhando;19/04/2012 14:19:58;19/04/2012 14:20:41;43;;
2831;Alimentacao de Maquina;19/04/2012 14:20:41;19/04/2012 14:20:51;10;;
2831;Retirada do Produto;19/04/2012 14:20:42;19/04/2012 14:20:42;0;;
2831;Parada de curta duracao;19/04/2012 14:20:51;19/04/2012 14:21:01;10;;
2832;Maquina trabalhando;19/04/2012 14:21:01;19/04/2012 14:21:45;44;;
2832;Retirada do Produto;19/04/2012 14:21:45;19/04/2012 14:21:45;0;;
2832;Alimentacao de Maquina;19/04/2012 14:21:45;19/04/2012 14:21:55;10;;
2832;Parada de curta duracao;19/04/2012 14:21:55;19/04/2012 14:22:16;21;;
2833;Maquina trabalhando;19/04/2012 14:22:16;19/04/2012 14:23:00;44;;
2833;Retirada do Produto;19/04/2012 14:23:00;19/04/2012 14:23:00;0;;
2833;Alimentacao de Maquina;19/04/2012 14:23:00;19/04/2012 14:23:10;10;;
2833;Parada de curta duracao;19/04/2012 14:23:10;19/04/2012 14:23:29;19;;
2834;Maquina trabalhando;19/04/2012 14:23:30;19/04/2012 14:24:13;43;;
2834;Retirada do Produto;19/04/2012 14:24:13;19/04/2012 14:24:13;0;;
2834;Alimentacao de Maquina;19/04/2012 14:24:13;19/04/2012 14:24:23;10;;
2834;Parada de curta duracao;19/04/2012 14:24:23;19/04/2012 14:24:56;33;;
2835;Maquina trabalhando;19/04/2012 14:24:57;19/04/2012 14:25:40;43;;
2835;Retirada do Produto;19/04/2012 14:25:40;19/04/2012 14:25:40;0;;
2835;Alimentacao de Maquina;19/04/2012 14:25:40;19/04/2012 14:25:50;10;;
2835;Parada de curta duracao;19/04/2012 14:25:50;19/04/2012 14:25:58;8;;
2836;Maquina trabalhando;19/04/2012 14:25:58;19/04/2012 14:26:41;43;;
2836;Retirada do Produto;19/04/2012 14:26:41;19/04/2012 14:26:41;0;;
2836;Alimentacao de Maquina;19/04/2012 14:26:41;19/04/2012 14:26:51;10;;
2836;Parada de curta duracao;19/04/2012 14:26:51;19/04/2012 14:27:03;12;;
2837;Maquina trabalhando;19/04/2012 14:27:03;19/04/2012 14:27:47;44;;
2837;Retirada do Produto;19/04/2012 14:27:47;19/04/2012 14:27:47;0;;
2837;Alimentacao de Maquina;19/04/2012 14:27:47;19/04/2012 14:27:57;10;;
2837;Parada de curta duracao;19/04/2012 14:27:57;19/04/2012 14:28:03;6;;
2838;Maquina trabalhando;19/04/2012 14:28:03;19/04/2012 14:28:47;44;;
2838;Retirada do Produto;19/04/2012 14:28:47;19/04/2012 14:28:47;0;;
2838;Alimentacao de Maquina;19/04/2012 14:28:47;19/04/2012 14:28:57;10;;
2838;Parada de curta duracao;19/04/2012 14:28:57;19/04/2012 14:30:18;81;;
2839;Maquina trabalhando;19/04/2012 14:30:18;19/04/2012 14:31:02;44;;
2839;Retirada do Produto;19/04/2012 14:31:02;19/04/2012 14:31:02;0;;
2839;Alimentacao de Maquina;19/04/2012 14:31:02;19/04/2012 14:31:12;10;;
2839;Parada de curta duracao;19/04/2012 14:31:12;19/04/2012 14:31:54;42;;
2840;Maquina trabalhando;19/04/2012 14:31:54;19/04/2012 14:32:38;44;;
2840;Retirada do Produto;19/04/2012 14:32:38;19/04/2012 14:32:38;0;;
2840;Alimentacao de Maquina;19/04/2012 14:32:38;19/04/2012 14:32:48;10;;
2840;Parada de curta duracao;19/04/2012 14:32:48;19/04/2012 14:33:04;16;;
2841;Maquina trabalhando;19/04/2012 14:33:04;19/04/2012 14:33:48;44;;
2841;Retirada do Produto;19/04/2012 14:33:48;19/04/2012 14:33:48;0;;
2841;Alimentacao de Maquina;19/04/2012 14:33:48;19/04/2012 14:33:58;10;;
2841;Parada de curta duracao;19/04/2012 14:33:58;19/04/2012 14:34:09;11;;
2842;Maquina trabalhando;19/04/2012 14:34:09;19/04/2012 14:34:53;44;;
2842;Retirada do Produto;19/04/2012 14:34:53;19/04/2012 14:34:53;0;;
2842;Alimentacao de Maquina;19/04/2012 14:34:53;19/04/2012 14:35:03;10;;
2842;Parada de curta duracao;19/04/2012 14:35:03;19/04/2012 14:35:10;7;;
2843;Maquina trabalhando;19/04/2012 14:35:10;19/04/2012 14:35:53;43;;
2843;Alimentacao de Maquina;19/04/2012 14:35:53;19/04/2012 14:36:03;10;;
2843;Retirada do Produto;19/04/2012 14:35:54;19/04/2012 14:35:54;0;;
2843;Parada de curta duracao;19/04/2012 14:36:03;19/04/2012 14:36:15;12;;
2844;Maquina trabalhando;19/04/2012 14:36:16;19/04/2012 14:36:59;43;;
2844;Retirada do Produto;19/04/2012 14:36:59;19/04/2012 14:36:59;0;;
2844;Alimentacao de Maquina;19/04/2012 14:36:59;19/04/2012 14:37:09;10;;
2844;Parada de curta duracao;19/04/2012 14:37:09;19/04/2012 14:37:15;6;;
2845;Maquina trabalhando;19/04/2012 14:37:15;19/04/2012 14:37:58;43;;
2845;Retirada do Produto;19/04/2012 14:37:58;19/04/2012 14:37:58;0;;
2845;Alimentacao de Maquina;19/04/2012 14:37:58;19/04/2012 14:38:08;10;;
2845;Parada de curta duracao;19/04/2012 14:38:08;19/04/2012 14:38:25;17;;
2846;Maquina trabalhando;19/04/2012 14:38:25;19/04/2012 14:39:09;44;;
2846;Retirada do Produto;19/04/2012 14:39:09;19/04/2012 14:39:09;0;;
2846;Alimentacao de Maquina;19/04/2012 14:39:09;19/04/2012 14:39:19;10;;
2846;Parada de curta duracao;19/04/2012 14:39:19;19/04/2012 14:39:22;3;;
2847;Maquina trabalhando;19/04/2012 14:39:22;19/04/2012 14:40:06;44;;
2847;Retirada do Produto;19/04/2012 14:40:06;19/04/2012 14:40:06;0;;
2847;Alimentacao de Maquina;19/04/2012 14:40:06;19/04/2012 14:40:16;10;;
2847;Parada de curta duracao;19/04/2012 14:40:16;19/04/2012 14:40:18;2;;
2848;Maquina trabalhando;19/04/2012 14:40:18;19/04/2012 14:41:02;44;;
2848;Retirada do Produto;19/04/2012 14:41:02;19/04/2012 14:41:02;0;;
2848;Alimentacao de Maquina;19/04/2012 14:41:02;19/04/2012 14:41:12;10;;
2848;Parada de curta duracao;19/04/2012 14:41:12;19/04/2012 14:41:27;15;;
2849;Maquina trabalhando;19/04/2012 14:41:28;19/04/2012 14:42:11;43;;
2849;Retirada do Produto;19/04/2012 14:42:11;19/04/2012 14:42:11;0;;
2849;Alimentacao de Maquina;19/04/2012 14:42:11;19/04/2012 14:42:21;10;;
2849;Parada de curta duracao;19/04/2012 14:42:21;19/04/2012 14:42:22;1;;
2850;Maquina trabalhando;19/04/2012 14:42:22;19/04/2012 14:43:06;44;;
2850;Retirada do Produto;19/04/2012 14:43:06;19/04/2012 14:43:06;0;;
2850;Alimentacao de Maquina;19/04/2012 14:43:06;19/04/2012 14:43:16;10;;
2850;Parada de curta duracao;19/04/2012 14:43:16;19/04/2012 14:43:23;7;;
2851;Maquina trabalhando;19/04/2012 14:43:23;19/04/2012 14:44:07;44;;
2851;Retirada do Produto;19/04/2012 14:44:07;19/04/2012 14:44:07;0;;
2851;Alimentacao de Maquina;19/04/2012 14:44:07;19/04/2012 14:44:17;10;;
2851;Parada de curta duracao;19/04/2012 14:44:17;19/04/2012 14:44:26;9;;
2852;Maquina trabalhando;19/04/2012 14:44:26;19/04/2012 14:45:10;44;;
2852;Retirada do Produto;19/04/2012 14:45:10;19/04/2012 14:45:10;0;;
2852;Alimentacao de Maquina;19/04/2012 14:45:10;19/04/2012 14:45:20;10;;
2852;Parada de curta duracao;19/04/2012 14:45:20;19/04/2012 14:45:40;20;;
2853;Maquina trabalhando;19/04/2012 14:45:40;19/04/2012 14:46:24;44;;
2853;Retirada do Produto;19/04/2012 14:46:24;19/04/2012 14:46:24;0;;
2853;Alimentacao de Maquina;19/04/2012 14:46:24;19/04/2012 14:46:34;10;;
2853;Parada de curta duracao;19/04/2012 14:46:34;19/04/2012 14:46:39;5;;
2854;Maquina trabalhando;19/04/2012 14:46:40;19/04/2012 14:47:23;43;;
2854;Retirada do Produto;19/04/2012 14:47:23;19/04/2012 14:47:23;0;;
2854;Alimentacao de Maquina;19/04/2012 14:47:23;19/04/2012 14:47:33;10;;
2854;Parada de curta duracao;19/04/2012 14:47:33;19/04/2012 14:47:42;9;;
2855;Maquina trabalhando;19/04/2012 14:47:42;19/04/2012 14:48:26;44;;
2855;Retirada do Produto;19/04/2012 14:48:26;19/04/2012 14:48:26;0;;
2855;Alimentacao de Maquina;19/04/2012 14:48:26;19/04/2012 14:48:36;10;;
2855;Parada de curta duracao;19/04/2012 14:48:36;19/04/2012 14:48:44;8;;
2856;Maquina trabalhando;19/04/2012 14:48:45;19/04/2012 14:49:28;43;;
2856;Retirada do Produto;19/04/2012 14:49:28;19/04/2012 14:49:28;0;;
2856;Alimentacao de Maquina;19/04/2012 14:49:28;19/04/2012 14:49:38;10;;
2856;Parada de curta duracao;19/04/2012 14:49:38;19/04/2012 14:49:46;8;;
2857;Maquina trabalhando;19/04/2012 14:49:46;19/04/2012 14:50:30;44;;
2857;Retirada do Produto;19/04/2012 14:50:30;19/04/2012 14:50:30;0;;
2857;Alimentacao de Maquina;19/04/2012 14:50:30;19/04/2012 14:50:40;10;;
2857;Parada de curta duracao;19/04/2012 14:50:40;19/04/2012 14:50:46;6;;
2858;Maquina trabalhando;19/04/2012 14:50:46;19/04/2012 14:51:30;44;;
2858;Retirada do Produto;19/04/2012 14:51:30;19/04/2012 14:51:30;0;;
2858;Alimentacao de Maquina;19/04/2012 14:51:30;19/04/2012 14:51:40;10;;
2858;Parada de curta duracao;19/04/2012 14:51:40;19/04/2012 14:51:46;6;;
2859;Maquina trabalhando;19/04/2012 14:51:46;19/04/2012 14:52:30;44;;
2859;Retirada do Produto;19/04/2012 14:52:30;19/04/2012 14:52:30;0;;
2859;Alimentacao de Maquina;19/04/2012 14:52:30;19/04/2012 14:52:40;10;;
2859;Parada de curta duracao;19/04/2012 14:52:40;19/04/2012 14:52:42;2;;
2860;Maquina trabalhando;19/04/2012 14:52:43;19/04/2012 14:53:26;43;;
2860;Retirada do Produto;19/04/2012 14:53:26;19/04/2012 14:53:26;0;;
2860;Alimentacao de Maquina;19/04/2012 14:53:26;19/04/2012 14:53:36;10;;
2860;Parada de curta duracao;19/04/2012 14:53:36;19/04/2012 14:53:41;5;;
2861;Maquina trabalhando;19/04/2012 14:53:41;19/04/2012 14:54:25;44;;
2861;Retirada do Produto;19/04/2012 14:54:25;19/04/2012 14:54:25;0;;
2861;Alimentacao de Maquina;19/04/2012 14:54:25;19/04/2012 14:54:35;10;;
2861;Parada de curta duracao;19/04/2012 14:54:35;19/04/2012 14:56:13;98;;
2862;Maquina trabalhando;19/04/2012 14:56:13;19/04/2012 14:56:56;43;;
2862;Retirada do Produto;19/04/2012 14:56:56;19/04/2012 14:56:56;0;;
2862;Alimentacao de Maquina;19/04/2012 14:56:56;19/04/2012 14:57:06;10;;
2862;Parada de curta duracao;19/04/2012 14:57:06;19/04/2012 14:57:19;13;;
2863;Maquina trabalhando;19/04/2012 14:57:19;19/04/2012 14:58:03;44;;
2863;Retirada do Produto;19/04/2012 14:58:03;19/04/2012 14:58:03;0;;
2863;Alimentacao de Maquina;19/04/2012 14:58:03;19/04/2012 14:58:13;10;;
2863;Parada de curta duracao;19/04/2012 14:58:13;19/04/2012 14:58:19;6;;
2864;Maquina trabalhando;19/04/2012 14:58:19;19/04/2012 14:59:03;44;;
2864;Retirada do Produto;19/04/2012 14:59:03;19/04/2012 14:59:03;0;;
2864;Alimentacao de Maquina;19/04/2012 14:59:03;19/04/2012 14:59:13;10;;
2864;Parada de curta duracao;19/04/2012 14:59:13;19/04/2012 14:59:17;4;;
2865;Maquina trabalhando;19/04/2012 14:59:17;19/04/2012 15:00:00;43;;
2865;Retirada do Produto;19/04/2012 15:00:00;19/04/2012 15:00:00;0;;
2865;Alimentacao de Maquina;19/04/2012 15:00:00;19/04/2012 15:00:10;10;;
2865;Parada de curta duracao;19/04/2012 15:00:10;19/04/2012 15:00:33;23;;
2866;Maquina trabalhando;19/04/2012 15:00:33;19/04/2012 15:01:17;44;;
2866;Retirada do Produto;19/04/2012 15:01:17;19/04/2012 15:01:17;0;;
2866;Alimentacao de Maquina;19/04/2012 15:01:17;19/04/2012 15:01:27;10;;
2866;Parada de curta duracao;19/04/2012 15:01:27;19/04/2012 15:01:51;24;;
2867;Maquina trabalhando;19/04/2012 15:01:51;19/04/2012 15:02:35;44;;
2867;Retirada do Produto;19/04/2012 15:02:35;19/04/2012 15:02:35;0;;
2867;Alimentacao de Maquina;19/04/2012 15:02:35;19/04/2012 15:02:45;10;;
2867;Parada de curta duracao;19/04/2012 15:02:45;19/04/2012 15:02:49;4;;
2868;Maquina trabalhando;19/04/2012 15:02:49;19/04/2012 15:03:33;44;;
2868;Retirada do Produto;19/04/2012 15:03:33;19/04/2012 15:03:33;0;;
2868;Alimentacao de Maquina;19/04/2012 15:03:33;19/04/2012 15:03:43;10;;
2868;Parada de curta duracao;19/04/2012 15:03:43;19/04/2012 15:03:49;6;;
2869;Maquina trabalhando;19/04/2012 15:03:49;19/04/2012 15:04:33;44;;
2869;Retirada do Produto;19/04/2012 15:04:33;19/04/2012 15:04:33;0;;
2869;Alimentacao de Maquina;19/04/2012 15:04:33;19/04/2012 15:04:43;10;;
2869;Parada de curta duracao;19/04/2012 15:04:43;19/04/2012 15:04:47;4;;
2870;Maquina trabalhando;19/04/2012 15:04:47;19/04/2012 15:05:30;43;;
2870;Retirada do Produto;19/04/2012 15:05:30;19/04/2012 15:05:30;0;;
2870;Alimentacao de Maquina;19/04/2012 15:05:30;19/04/2012 15:05:40;10;;
2870;Parada de curta duracao;19/04/2012 15:05:40;19/04/2012 15:05:47;7;;
2871;Maquina trabalhando;19/04/2012 15:05:47;19/04/2012 15:06:31;44;;
2871;Retirada do Produto;19/04/2012 15:06:31;19/04/2012 15:06:31;0;;
2871;Medicao;19/04/2012 15:06:31;19/04/2012 15:13:47;436;;
2871;Alimentacao de Maquina;19/04/2012 15:13:51;19/04/2012 15:13:51;0;;
2872;Maquina trabalhando;19/04/2012 15:13:51;19/04/2012 15:14:35;44;;
2872;Retirada do Produto;19/04/2012 15:14:35;19/04/2012 15:14:35;0;;
2872;Alimentacao de Maquina;19/04/2012 15:14:35;19/04/2012 15:14:45;10;;
2872;Parada de curta duracao;19/04/2012 15:14:45;19/04/2012 15:15:09;24;;
2873;Maquina trabalhando;19/04/2012 15:15:09;19/04/2012 15:15:53;44;;
2873;Retirada do Produto;19/04/2012 15:15:53;19/04/2012 15:15:53;0;;
2873;Alimentacao de Maquina;19/04/2012 15:15:53;19/04/2012 15:16:03;10;;
2873;Parada de curta duracao;19/04/2012 15:16:03;19/04/2012 15:16:13;10;;
2874;Maquina trabalhando;19/04/2012 15:16:13;19/04/2012 15:16:57;44;;
2874;Retirada do Produto;19/04/2012 15:16:57;19/04/2012 15:16:57;0;;
2874;Alimentacao de Maquina;19/04/2012 15:16:57;19/04/2012 15:17:07;10;;
2874;Parada de curta duracao;19/04/2012 15:17:07;19/04/2012 15:17:11;4;;
2875;Maquina trabalhando;19/04/2012 15:17:11;19/04/2012 15:17:55;44;;
2875;Retirada do Produto;19/04/2012 15:17:55;19/04/2012 15:17:55;0;;
2875;Alimentacao de Maquina;19/04/2012 15:17:55;19/04/2012 15:18:05;10;;
2875;Parada de curta duracao;19/04/2012 15:18:05;19/04/2012 15:18:16;11;;
